"Country","Factory_Name","Address","City","Code","Province","Factory_Number","Product_Type","Total_Workers","Female_Workers","Male_Workers","Migrant_Workers","Parent_Organization_Name","Line_Workers","Factory_Type","Supplier_Group","Corporation_Brand","Region"
"Indonesia","PT Morich Indo Fashion","JL RAYA KARANGJATI KM 25 GEMBONGAN KARANGJATI BERGAS","UNGARAN","50552","Jawa Tengah","","Apparel","2566","2001","565","0","","2450","FINISHED GOODS","MORICH","Nike","S ASIA"
"Indonesia","PT Nikomas Gemilang","Jalan Raya Serang KM71 Desa Tambak Kibin","Serang","42186","Banten","","Footwear","23522","19758","3764","0","","19181","FINISHED GOODS","POU CHEN","Nike","S ASIA"
"Indonesia","PT PAXAR INDONESIA (AVERY DENNISON GROUP)","Jalan Inti1  Blok C1 No 14","Bekasi","17550","Jawa Barat","","Apparel","488","98","390","0","","350","MATERIALS","AVERY DENNISON","Nike","S ASIA"
"Indonesia","PT Pratama Abadi Industri","Jl. Raya Serpong Km. 7","Tangerang Selatan","15325","Banten","","Footwear","5657","4695","962","0","","4479","FINISHED GOODS","PRATAMA","Nike","S ASIA"
"Indonesia","PT PRATAMA ABADI INDUSTRI","Jalan Raya Bandung Tasikmalaya KM 43 Desa Cijolang","Garut","44186","Jawa Barat","","Footwear","6729","6325","404","0","","6401","FINISHED GOODS","PRATAMA","Nike","S ASIA"
"Indonesia","PT PRATAMA ABADI INDUSTRI","Jl Sukabumi Cianjur KM14 Sukabumi West Java","Sukabumi","43191","Jawa Barat","","Footwear","15665","12845","2820","0","","13738","FINISHED GOODS","PRATAMA","Nike","S ASIA"
"Indonesia","PT Rodeo Prima Jaya","Jl Raya Kaligawe Km 7 Semarang","Semarang","50117","Jawa Tengah","","Apparel","609","542","67","0","","560","FINISHED GOODS","PRIMA","Nike","S ASIA"
"Indonesia","PT SELALU CINTA INDONESIA","JL LINGKAR SELATAN SALATIGA DUSUN TETEP","SALATIGA","50735","Jawa Tengah","","Footwear","13988","11750","2238","0","","11601","FINISHED GOODS","KMK","Nike","S ASIA"
"Indonesia","PT Semarang Garment","JL Soekarno Hatta Km 25","Semarang","50552","Jawa Tengah","","Apparel","3646","3427","219","0","","3383","FINISHED GOODS","KUKDONG","Nike","S ASIA"
"Indonesia","PT Shoetown Kasokandel Indonesia","Jalan Raya Sumedang Cirebon","Majalengka","45453","Banten","","Footwear","4943","2422","2521","0","","4503","FINISHED GOODS - COMPONENTS","SHOETOWN","Nike","S ASIA"
"Indonesia","PT Sport Glove Indonesia ","Dusun Krandon Desa Pandowoharjo Sleman Yogyakarta Indonesia","Sleman","55512","Yogyakarta","","Equipment","1626","1236","390","0","","1429","FINISHED GOODS","PT SPORT","Nike","S ASIA"
"Indonesia","PT Tong Hong Tannery","KAWASAN INDUSTRI MODERN CIKANDE","Kabupaten Serang","42186","Banten","","Footwear","287","129","158","9","","237","MATERIALS","TONG HONG","Nike","S ASIA"
"Indonesia","PT Trigoldenstar Wisesa","Jl Rumambe Desa Anggadita Kec Klari","Karawang","41371","Jawa Barat","","Apparel","132","106","26","0","","98","FINISHED GOODS","TRIGOLDENSTAR","Nike","S ASIA"
"Indonesia","PT Tuntex Garment Indonesia-TGR","JLN MOH TOHA KM2 No 29","Tangerang","15112","Banten","","Apparel","41","40","1","41","","1","FINISHED GOODS","TUNTEX","Nike","S ASIA"
"Indonesia","PT Victory Chingluh Indonesia","JL Raya Pasarkemis Rajeg","Tangerang","15560","Banten","","Footwear","4322","2377","1945","0","","4019","FINISHED GOODS","CHING LUH","Nike","S ASIA"
"Indonesia","PT Victory Chingluh Indonesia","Jl. Otonom Pasar Kemis No.48/49 RT.003/RW.004, Pasar Kemis","Tangerang","15560","Banten","","Footwear","15580","11529","4051","0","","13439","FINISHED GOODS","CHING LUH","Nike","S ASIA"
"Indonesia","PT YC TEC INDONESIA","Kp Cisantri RT 002 RW001","Purwakarta","41181","Jawa Barat","","Footwear","746","448","298","7","","679","FINISHED GOODS - COMPONENTS","YC TEC CORPORATION","Nike","S ASIA"
"Indonesia","PT. CCH INDONESIA","Jl Desa Giriasih No 16","Bandung Barat","40552","Jawa Barat","","Apparel","1840","1122","718","0","","1695","FINISHED GOODS","CHUAN CHENG","Nike","S ASIA"
"Indonesia","PT. CHANGSHIN  REKSA JAYA","Kp Karang Mekar RT 002 RW 008","GARUT","44152","Jawa Barat","","Footwear","10921","10593","328","0","","9611","FINISHED GOODS","CHANGSHIN","Nike","S ASIA"
"Indonesia","PT. CHING LUH INDONESIA","JL. Raya Serang Km.16","Cikupa","15710","Banten","","Footwear","9447","7274","2173","0","","8615","FINISHED GOODS","CHING LUH","Nike","S ASIA"
"Indonesia","PT. DEAN SHOES","Dusan Serang RT 10 RW 05","Karawang Timur","41373","Jawa Barat","","Footwear","3338","3004","334","33","","2971","FINISHED GOODS","DEAN SHOES","Nike","S ASIA"
"Indonesia","PT. Feng Tay Indonesia Enterprises","Jl Raya Banjaran Km 14 6","Bandung","40376","Jawa Barat","","Footwear","16185","10358","5827","0","","14126","FINISHED GOODS","FENG TAY","Nike","S ASIA"
"Indonesia","PT. Formosa Bag Indonesia","Jl Raya Semarang Puwodadi Km 26 Gebangan Tegowanu","Grobogan","58165","Jawa Tengah","","Equipment","5367","4347","1020","54","","4349","FINISHED GOODS","FORMOSA","Nike","S ASIA"
"Indonesia","PT. Gelindo Garmentama","Jalan Cangkuang Kulon No 38","Bandung","40239","Jawa Barat","","Apparel","2013","1107","906","0","","1793","FINISHED GOODS","EAGLE NICE","Nike","S ASIA"
"Indonesia","PT. Grand Best Indonesia","Jl Coaster No 8 Blok B 18 19 20 21 22","SEMARANG","50174","Jawa Tengah","","Apparel","1652","1553","99","0","","1506","FINISHED GOODS","TUNTEX","Nike","S ASIA"
"Indonesia","PT. Kanindo Makmur Jaya","Jalan Raya Jepara Kudus Km 19 Dusun Pendosawalan","Jepara","59462","Jawa Tengah","","Equipment","5352","3318","2034","0","","5255","FINISHED GOODS","KANAAN","Nike","S ASIA"
"Indonesia","PT. POU YUEN INDONESIA","JALAN RAYA CIANJUR BANDUNG KM7, KAMPUNG LEMBUR SAWAH","CIANJUR","43284","Jawa Barat","","Footwear","12122","6910","5212","0","","9959","FINISHED GOODS","POU CHEN","Nike","S ASIA"
"Indonesia","PT. SHOETOWN LIGUNG INDONESIA","JALAN LANUD SUKANI, DESA BUNTU","MAJALENGKA","45456","Jawa Barat","","Footwear","11440","4118","7322","0","","9852","FINISHED GOODS","SHOETOWN","Nike","S ASIA"
"Indonesia","PT. TKG TAEKWANG INDONESIA","Belendung II RT 17 RW 06","Belendung, Cibogo","41285","Jawa Barat","","Footwear","27990","24351","3639","0","","23692","FINISHED GOODS","TAEKWANG","Nike","S ASIA"
"Indonesia","PT.WONEEL MIDAS LEATHERS","Bangunsari Rt04 Rw03 Candirejo Semin","Gunung kidul","55854","Yogyakarta","","Equipment","1443","1068","375","0","","1314","FINISHED GOODS","PT. Woneel Midas Leathers","Nike","S ASIA"
"China","Qingdao Changshin Shoes Co., Ltd.","Matiquan Road 6","QingDao","266300","Shandong","","Footwear","2782","2504","278","0","","2307","FINISHED GOODS","CHANGSHIN","Nike","N ASIA"
"China","Qingdao Changshin Shoes Co., LTD. Jimo Factory","Mocheng Road59 2","Qingdao","266200","Shandong","","Footwear","426","179","247","0","","351","FINISHED GOODS","CHANGSHIN","Nike","N ASIA"
"China","Qingyuan City Liannan Yao Nationality Autonomous County Rongfang Footwear","50 Yan Jiang East Road,San Jiang Town Lian Nan County","QING YUAN","513300","Guangdong","","Footwear","758","728","30","0","","703","FINISHED GOODS","SHOETOWN","Nike","N ASIA"
"Vietnam","QUANG VIET ENTERPRISE CO., LTD","UNIT 2  CU CHI TOWN","HO CHI MINH","70000","Ho Chi Minh","","Apparel","5332","4692","640","0","","4787","FINISHED GOODS","QUANG VIET","Nike","SE ASIA"
"China","Quanzhou  Fengze Yisheng Leather Co","BUILDING 3  SOUTH  XUNMEI  INDUSTRY  DISTRICT","Quanzhou","362000","Fujian","","Equipment","39","21","18","0","","33","FINISHED GOODS","CONVERSE GROUP","Converse","N ASIA"
"China","Quanzhou Unison Light Industrial Manufacturing Co. Ltd.","ROOM28 YANGSHI STREET JINLONG YUXIA PARK","Quanzhou","362000","Fujian","","Equipment","62","40","22","0","","49","FINISHED GOODS","QUANZHOU UNISON LIGHT INDUSTRIAL","Nike","N ASIA"
"Argentina","R. A. INTERTRADING S. A.","JOSE IGNACIO RUCCI 3951","CAPITAL FEDERAL","C1439FVQ","Buenos Aires","","Apparel","810","365","445","486","","700","FINISHED GOODS","RA INTERTRADING","Nike","AMERICAS"
"China","Ramatex Apparel Suzhou Ltd.","115 Ting Nan Lu, Wei Ting Town, Suzhou Industrial Park","Suzhou","215121","Jiangsu","","Apparel","596","548","48","0","","551","FINISHED GOODS","RAMATEX","Nike","N ASIA"
"China","Ramatex Printing Garment (Suzhou) Ltd","168 Liufeng Road","Suzhou","215124","Jiangsu","","Apparel","570","200","370","0","","495","MATERIALS","RAMATEX","Nike","N ASIA"
"Malaysia","Ramatex Textiles Industrial Sdn Bhd","PLO 230 Sri Gading Industrial Estate","Johor","83000","Johor","","Apparel","3678","552","3126","2611","","3301","MATERIALS","RAMATEX","Nike","S ASIA"
"Vietnam","Regent Garment Factory Ltd ","KCN Lai Vu  H Kim Thanh T Hai Duong","Hai Duong","170000","Hi Duong","","Apparel","1746","1397","349","0","","1470","FINISHED GOODS","CRYSTAL","Nike","SE ASIA"
"Vietnam","Regina Miracle International Vietnam Co., Ltd","NO 9 East West Road VSIP Hai Phong","Hai Phong","180000","Hai Phong","","Apparel","1876","1332","544","0","","1770","FINISHED GOODS","REGINA MIRACLE","Nike","SE ASIA"
"China","Regina Miracle Intimate Apparel Shenzhen Limited","No 5 Cengyao Industrial Estate","Shenzhen","518132","Guangdong","","Apparel","41","25","16","0","","38","FINISHED GOODS","REGINA MIRACLE","Nike","N ASIA"
"Netherlands","RIETVELD SERIGRAFIE BV","INDUSTRIEWEG 50  2382 NW","Zoeterwoude Rijndijk","2382NW","Zuid-Holland","","Apparel","31","13","18","14","","22","FINISHED GOODS","RIETVELD","Nike","EMEA"
"USA","Ripon Athletic","290 Junction St, P.O. BOX 25","Berlin","54923","Wisconsin","","Apparel","140","133","7","0","","120","FINISHED GOODS","RIPON","Nike","AMERICAS"
"USA","RJ Liebe Athletic Lettering Co.","582 Goddard Ave","Chesterfield","63005","Missouri","","Apparel","22","13","9","0","","10","FINISHED GOODS - COMPONENTS","RJ LIEBE ATHLETIC LETTERING","Nike","AMERICAS"
"USA","Robinson Manufacturing Company, Dayton","1184 Broadway","Dayton","37321","Tennessee","","Apparel","58","45","13","0","","53","FINISHED GOODS","ROBINSON","Nike","AMERICAS"
"Vietnam","Rollsport Vietnam Footwear Limited","Hoang Long Industrial Zone","Thanh Hoa","440000","Thanh Hóa","","Footwear","17400","15834","1566","0","","15804","FINISHED GOODS","HUALI","Nike","SE ASIA"
"Vietnam","ROLLSPORT VIETNAM FOOTWEAR LIMTED","TAY HO VILLAGE","Tho Xuan","440000","Thanh Hóa","","Footwear","2305","1982","323","0","","2216","MATERIALS","GREAT ASCENT TRADING LIMITED","Nike","SE ASIA"
"Brazil","RS/Tupa Ind. De Plastico Ltda","Rua Ivo Johann, 10","Novo Hamburgo","93546640","Rio Grande do Sul","","Footwear","175","128","47","0","","127","FINISHED GOODS - COMPONENTS","RS TUPA INDUSTRIA DE PLASTICOS","Nike","AMERICAS"
"Cambodia","Sabrina Cambodia Garment Manufacturing","National Rd","Samrong Torng District","13256","Kampong Spueu","","Apparel","5887","5475","412","0","","4211","FINISHED GOODS","SABRINA","Nike","SE ASIA"
"Thailand","SADESA THAILAND (KABINBURI)","139 2 MOO 5 SUWANASSORN ROAD TAMBON NONSRI","Kabinburi","25110","Prachin Buri","","Footwear","735","235","500","0","","577","MATERIALS","SADESA","Nike","SE ASIA"
"Thailand","SADESA THAILAND Sena","89 Moo 11 Samkok sena Road","Ayutthaya","13110","Phra Nakhon Si Ayu","","Footwear","574","98","476","0","","401","MATERIALS","SADESA","Nike","SE ASIA"
"Vietnam","Saigon Daryar Plastic Co.,Ltd","27C DT743 street","Di An","590000","Bình Duong","","Equipment","346","287","59","0","","323","FINISHED GOODS","SAIGON DARYAR","Nike","SE ASIA"
"Indonesia","SAMBU FINE CHEMICAL CO LTD (INDONESIA)","Jl Kenari Raya Blok G2 12B Delta Silicon V","Kabupaten Bekasi","17530","Jawa Barat","","Footwear","55","3","52","12","","37","MATERIALS","SAMBU FINE CHEMICAL","Nike","S ASIA"
"South Korea","SAMBU FINE CHEMICAL CO LTD (KOREA)","167 SEOBU RO 1637 BEON GIL","Gyungnam","50888","Gyeongsangnamdo","","Footwear","105","20","85","2","","50","MATERIALS","SAMBU FINE CHEMICAL","Nike","N ASIA"
"Vietnam","SAMBU FINE CHEMICAL CO LTD (VIETNAM)","Dong Xoai1 Industrial Park","Tan Thanh Commune Dong Xoai City","67108","Bình Phuc","","Footwear","251","75","176","28","","176","MATERIALS","SAMBU FINE CHEMICAL","Nike","SE ASIA"
"South Korea","SAMIL TEXTILE CO LTD (Korea)","191 7  Noksansaneopjungro","Busan","46753","Busan Gwangyeogsi","","Footwear","46","24","22","0","","20","MATERIALS","SAMIL","Nike","N ASIA"
"China","SAN FANG (TR1) (CHINA)","YUE YUEN INDUSTRIAL PARK","DONGGUAN, GUANGDONG","511700","Guangdong","","Footwear","307","61","246","0","","225","MATERIALS","SAN FANG","Nike","N ASIA"
"Indonesia","SAN FANG (TR1) (INDONESIA)","JL MODERN INDUSTRI IV NO 10 12 16","Serang , Banten","42100","Banten","","Footwear","487","97","390","24","","396","MATERIALS","SAN FANG","Nike","S ASIA"
"Taiwan","SAN FANG (TR1) (TAIWAN)","NO 402 FENGREN ROAD","Kaohsiung","814","Kaohsiung","","Footwear","687","82","605","96","","396","MATERIALS","SAN FANG","Nike","N ASIA"
"Vietnam","SAN FANG (TR1) (VIETNAM)","LOT II4 MY XUAN A2 INDUSTRIAL PARK","PHU MY TOWN","78707","Bà Ra - Vung Tàu","","Footwear","1182","236","946","24","","960","MATERIALS","SAN FANG","Nike","SE ASIA"
"Vietnam","TKG TAEKWANG VINA JOINT STOCK COMPANY-BRANCH 3","Nguyen Tri Phuong Street","Bien Hoa City","76000","Ðng Nai","","Footwear","1536","1444","92","0","","1409","FINISHED GOODS - COMPONENTS","TAEKWANG","Nike","SE ASIA"
"Italy","Sarno Display S.r.l.","Via Galileo Galilei 30","Carnate","20866","Lombardia","","Equipment","88","51","37","0","","53","FINISHED GOODS","GATTO","Nike","EMEA"
"Japan","Sato knit Co., Ltd","2653 -1 Kitahama-machi","Amakusa-city","863 0011","Kumamoto","","Apparel","37","34","3","15","","34","FINISHED GOODS","SATO KNIT","Nike","N ASIA"
"Vietnam","Scavi Hue Company","Phong Dien Industrial Zone","Phong Dien","530000","Tha Thiên-Hu","","Apparel","5915","4555","1360","0","","5379","FINISHED GOODS","SCAVI","Nike","SE ASIA"
"Italy","SELF MAGLIERIA SRL","VIA RISORGIMENTO 48","Vertemate con Minoprio","22070","Como","","Apparel","31","29","2","0","","28","FINISHED GOODS","SELF MAGLIERIA","Nike","EMEA"
"South Korea","SeoHeung Co., Ltd. (3D Printer Center)","87 JangnimBeonyeong ro","Busan","49464","Busan Gwangyeogsi","","Footwear","61","0","61","0","","2","MATERIALS","SEOHEUNG","Nike","N ASIA"
"Japan","Sewing Jonah","11 71 8 Chome Chikami Minami Ku","Kumamoto -city","861 4101","Kumamoto","","Apparel","40","35","5","11","","37","FINISHED GOODS","SEWING JONAH","Nike","N ASIA"
"Vietnam","SEYANG CORPORATION VIETNAM","PLOT NO. 54, NHAT TAN INDUSTRIAL COMPLEX, NHAT TAN COMMUNE,","KIMBANG DISTRICT","400000","Hà Nam","","Apparel","420","378","42","0","","380","FINISHED GOODS","SEYANG","Nike","SE ASIA"
"USA","SFO Apparel Inc. (Sewing & Cutting)","41 Park Place","Brisbane","94005","California","","Apparel","59","53","6","0","","50","FINISHED GOODS","SFO APPAREL","Nike","AMERICAS"
"China","Shaanxi White River Apparel CO., LTD.","South of Lijiazhuo community","Weinan City","715600","Shaanxi","","Apparel","800","440","360","0","","470","FINISHED GOODS","SPORTS CITY","Nike","N ASIA"
"India","SHAHI EXPORTS PVT LTD UNIT 26","Plot No 44 51 SY","Mandya","571428","Karnataka","","Apparel","5520","4637","883","0","","5270","FINISHED GOODS","SHAHI","Nike","S ASIA"
"Taiwan","SHAN BEEN JEOU INDUSTRIAL CO LTD (TAIWAN)","NO 60 LANE 132 SHA TIAN ROAD SECTION 2 DA DU DISTRICT","Taichung","43244","Taichung","","Footwear","59","31","28","22","","40","MATERIALS","SHAN BEEN","Nike","N ASIA"
"China","Shandong Yuanchenghe Garment Co.,Ltd","Huan cheng Science and Technology Park","Taian City","271400","Shandong","","Apparel","186","166","20","0","","146","FINISHED GOODS","FAR EASTERN","Nike","N ASIA"
"China","ShangGao Yisen Industry Co. Ltd.","Youzidong Jingjiang Town ShangGao County YiChun City","YiChun","336400","Jiangxi","","Footwear","8068","7019","1049","0","","6534","FINISHED GOODS","POU CHEN","Nike","N ASIA"
"China","SHANGHAI YKK ZIPPER CO LTD (MINGHANG BRANCH)","No 468 Luchun Road","Shanghai","200245","Shanghai","","Apparel","2","0","2","2","","1","MATERIALS","YKK","Nike","N ASIA"
"China","SHANGHAI YKK ZIPPER CO LTD (NANHUI)","1258 FeiDu Road Nanhui District","Shanghai","201306","Jiangsu","","Apparel","2","0","2","2","","1","MATERIALS","YKK","Nike","N ASIA"
"China","Shao Yang County SteIIa Footwear LTD ","Inside the industrial park of Shao Yang County","Shaoyang","422100","Hunan","","Footwear","1148","1102","46","0","","1068","FINISHED GOODS","STELLA","Nike","N ASIA"
"China","ShaoYang LianTai SQ HanShou Upper Facility","Hanshou Industrial Park, Taizimiao Town, HanShou County","Chande City","415907","Hunan","","Footwear","930","921","9","0","","861","FINISHED GOODS - COMPONENTS","STELLA","Nike","N ASIA"
"China","SHAOYANG STELLA FOOTWEAR COMPANY LIMITED","JIXIAN ROAD","SHAOYANG CITY","422000","Hunan","","Footwear","4586","3852","734","0","","4015","FINISHED GOODS","STELLA","Nike","N ASIA"
"China","SHENZHEN PENGYIFA INDUSTRIAL CO, LTD","2ND FLOOR BUILDING A B5 1ST INDUSTRIAL RD BAHUADONG","SHENZHEN GUANGMING DISTRICT","518107","Guangdong","","Apparel","46","20","26","0","","19","FINISHED GOODS","SHENZHEN PENGYIFA","Nike","N ASIA"
"South Korea","Shinhan Ind Co., Ltd","86 sanseong no danwon gu","Ansan City","15437","Gyeonggido","","Apparel","158","92","66","9","","93","MATERIALS","SHINHAN","Converse","N ASIA"
"Indonesia","SHINTA WOOSUNG PT (INDONESIA)","JL RAYA KOPO MAJA KM 1","Serang","42100","Banten","","Footwear","246","118","128","32","","198","MATERIALS","SHINTA WOOSUNG","Nike","S ASIA"
"China","SHIXING TIAN HE GARMENTS CO. LTD.","XING SHENG INDUSTRIAL PARK JIANG KOU TOWN","SHAO GUANG","511100","Guangdong","","Apparel","117","102","15","8","","90","FINISHED GOODS","WONG LUEN","Nike","N ASIA"
"China","Shoetown Footwear Co.,Ltd","Bapian Village Xuanzhen Road","Qingyuan City","511800","Guangdong","","Footwear","11366","10116","1250","0","","9284","FINISHED GOODS","SHOETOWN","Nike","N ASIA"
"China","Shoetown Hunan FOOTWEAR CO.,LTD","Deng Ta Road, Qiyang Development Zone","YongZhou City","426100","Hunan","","Footwear","2536","2181","355","0","","2126","FINISHED GOODS","SHOETOWN","Nike","N ASIA"
"China","Shoetown JinTan","Da Wan Gang Village","Qingyuan City","511515","Guangdong","","Footwear","950","865","85","0","","873","FINISHED GOODS","SHOETOWN","Nike","N ASIA"
"China","Shoetown Lei Zhou Footwear Co., Ltd","Lei Nan street","Zhan Jiang City","524200","Guangdong","","Footwear","300","288","12","0","","269","FINISHED GOODS - COMPONENTS","SHOETOWN FOOTWEAR CO LTD","Nike","N ASIA"
"Jordan","Sidney Apparels LLC","PLOT 909 and 910 Lot 25","Aqaba","77110","AlAqaba","","Apparel","1456","772","684","1310","","1270","FINISHED GOODS","QUANG VIET","Nike","EMEA"
"Vietnam","SIGMA VIETNAM INDUSTRIAL CO.,LTD","AV AVI GIAO LONG INDUSTRIAL PARK II AN PHUOC COMMUNE","BENTRE","86000","Bn Tre","","Equipment","1158","869","289","0","","1047","FINISHED GOODS","SIGMA","Nike","SE ASIA"
"China","SIMONA TANNING INC (CHINA)","No 8 High Tech 1st Road Buchang Town HuanBaoCheng","Yangjiang","529500","Guangdong","","Footwear","621","217","404","0","","507","MATERIALS","SIMONA TANNING","Nike","N ASIA"
"Turkey","SMS Konfeksiyon Sanayi ve Ticaret A.S","Firat Mah 943","Agri","04200","Agri","","Apparel","645","232","413","0","","600","FINISHED GOODS","YESIM","Nike","EMEA"
"Vietnam","SNP CO.,LTD.","No 12 VSIP II Road","Thu Dau Mot City","75000","Bình Duong","","Apparel","2780","2502","278","0","","2456","FINISHED GOODS","SPORTS CITY","Nike","SE ASIA"
"Vietnam","SON KHA COMPANY LIMITED","441D Pham Van Chieu Street Ward 14 Go Vap District","Ho Chi Minh","700000","Ho Chi Minh","","Apparel","53","37","16","0","","47","FINISHED GOODS","SOUTH ISLAND","Nike","SE ASIA"
"Vietnam","Song Hong - Nghia Hung Garment Joint Stock Company","Group 12 Nghia Phong Town Nghia Hung District","Nam Dinh","420000","Nam Ðnh","","Apparel","1976","1581","395","0","","1543","FINISHED GOODS","SONG HONG NGHIA HUNG COMPANY","Nike","SE ASIA"
"Vietnam","Song Hong Garment Factory- Factory 11,12,13,14","Hai Phuong industrial zone Hai Hau district","Nam Dinh","420000","Nam Ðnh","","Apparel","3466","2773","693","0","","1933","FINISHED GOODS","SONG HONG","Nike","SE ASIA"
"Vietnam","Song Hong Garment JSC - Factory 15.16.17.18","Nghia Thai Industrial Zone Nghia Hung District","Nam Dinh/ Nam Dinh","420000","Nam Ðnh","","Apparel","2020","1616","404","0","","1600","FINISHED GOODS","SONG HONG","Nike","SE ASIA"
"Malaysia","Song Lin Garment Sdn Bhd","Lot 2552","Batu Pahat","83000","Johor","","Apparel","925","389","536","842","","917","FINISHED GOODS","RAMATEX","Nike","S ASIA"
"China","SongSen Garment Suzhou Ltd","168 Liu Feng Road","Suzhou","215124","Jiangsu","","Apparel","619","495","124","0","","585","FINISHED GOODS","RAMATEX","Nike","N ASIA"
